OPEID,INSTNM,CITY,STABBR,ADM_RATE,SAT_AVG_ALL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,PPTUG_EF,PPTUG_EF2,CURROPER,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,APPL_SCH_PCT_GE4,APPL_SCH_PCT_GE5,DEP_INC_AVG,IND_INC_AVG,DEBT_MDN,DEBT_MDN_SUPP,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,COMPL_RPY_3YR_RT_SUPP,NONCOM_RPY_3YR_RT_SUPP,DEP_RPY_3YR_RT_SUPP,IND_RPY_3YR_RT_SUPP,PELL_RPY_3YR_RT_SUPP,NOPELL_RPY_3YR_RT_SUPP,FEMALE_RPY_3YR_RT_SUPP,MALE_RPY_3YR_RT_SUPP,FIRSTGEN_RPY_3YR_RT_SUPP,NOTFIRSTGEN_RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,C200_4_POOLED_SUPP
2154900,Missouri School of Barbering & Hairstyling,Florissant,MO,NULL,NULL,20,0.2,0.8,0,0,0,0,0,0,0,NULL,0,NULL,1,NULL,10588,NULL,15057,NULL,NULL,11570,13317,17233,NULL,NULL,0.6522,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7500,7500,83.265375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.75,NULL,0.771891228,NULL
248800,Missouri Southern State University,Joplin,MO,0.9728,990,5132,0.7997,0.0522,0.036,0.0183,0.0304,0.0008,0.0082,0.0203,0.0341,NULL,0.2087,NULL,1,9437,NULL,14143,NULL,5376,10225,NULL,3721,5819,6592,1,0.6068,0.138093512,0.086988039,50881.68236,24021.96519,11500,11500,21500,238.694075,0.706362855,0.647584973,0.75,0.817880795,0.875302663,0.613742495,0.757075472,0.647524752,0.66892725,0.806060606,0.712392829,0.699693565,0.69980695,0.73699422,NULL,0.352537972,NULL,0.36587526
2304000,Missouri Tech,Saint Charles,MO,1,NULL,108,0.9444,0.037,0,0.0093,0,0,0.0093,0,0,NULL,0.8056,NULL,1,NULL,28830,28830,NULL,14810,14810,NULL,18228,3653,4489,NULL,0.3248,PrivacySuppressed,0,96954.43145,36406.80564,25000,25000,PrivacySuppressed,PrivacySuppressed,0.574468085,0.555555556,0.606060606,PrivacySuppressed,PrivacySuppressed,0.52238806,0.612903226,0.551724138,0.523809524,0.604166667,PrivacySuppressed,0.592105263,0.64516129,0.586956522,NULL,PrivacySuppressed,NULL,PrivacySuppressed
248900,Missouri Valley College,Marshall,MO,0.2218,920,1411,0.5599,0.2105,0.0517,0.0106,0.0064,0.005,0,0.1368,0.0191,NULL,0.0333,NULL,1,NULL,16103,28754,NULL,18300,18300,NULL,6158,3545,4635,0.5732,0.4636,0.401831129,0.303153611,52613.81776,13982.31059,10500,10500,26800,297.53494,0.662958843,0.549071618,0.73006135,0.766839378,0.8203125,0.600311042,0.695710456,0.496688742,0.594227504,0.792207792,0.673076923,0.656896552,0.649595687,0.692493947,NULL,0.2634625,NULL,0.316510232
249000,Missouri Western State University,Saint Joseph,MO,NULL,NULL,4902,0.7915,0.1067,0.0106,0.0102,0.0075,0.0018,0.0271,0.0086,0.0359,NULL,0.203,NULL,1,9958,NULL,15242,NULL,6400,12006,NULL,5343,7162,6672,0.5013,0.4253,0.166410454,0.111837048,55723.07455,21125.47989,11819,11819,23306,258.7443773,0.660123172,0.55952381,0.723809524,0.802816901,0.86189889,0.569142857,0.697558269,0.574297189,0.603914796,0.784482759,0.682791983,0.632258065,0.630671506,0.717728055,NULL,0.324991342,NULL,0.308486081
251600,University of Missouri-Columbia,Columbia,MO,0.7861,1165,26585,0.7989,0.0822,0.0332,0.0224,0.0025,0.0005,0.0253,0.0273,0.0077,NULL,0.0533,NULL,1,16940,NULL,22387,NULL,9415,23764,NULL,10084,10752,8788,0.7053,0.216,0.262564327,0.184276798,93420.30701,20943.18882,17500,17500,22500,249.796125,0.882590464,0.813390313,0.88057041,0.920594634,0.941513191,0.784443525,0.889713497,0.82171799,0.830083565,0.917499359,0.899199526,0.864991625,0.854612095,0.897424512,NULL,0.704708192,NULL,0.702495618
251800,University of Missouri-Kansas City,Kansas City,MO,0.33,1105,8309,0.5772,0.1634,0.0699,0.065,0.0034,0.0019,0.0311,0.0375,0.0505,NULL,0.1938,NULL,1,17606,NULL,23437,NULL,9456,22203,NULL,10688,15048,8305,0.6246,0.3208,0.196332001,0.130966377,67003.31409,26595.82493,15750,15750,21187,235.2191334,0.771786492,0.71242236,0.79933665,0.849101796,0.896276596,0.685304991,0.813744076,0.715953307,0.72071636,0.840251572,0.789711191,0.747503566,0.755744681,0.792784459,NULL,0.494026681,NULL,0.46801478
251700,Missouri University of Science and Technology,Rolla,MO,0.8215,1263,6064,0.7899,0.0435,0.0244,0.0242,0.004,0.0016,0.0198,0.0576,0.035,NULL,0.1039,NULL,1,15153,NULL,22102,NULL,9510,24675,NULL,10252,13510,9931,0.764,0.2587,0.175164059,0.112064614,81382.75672,15659.00251,18843,18843,25000,277.55125,0.921693735,0.839712919,0.930124224,0.96499239,PrivacySuppressed,0.921865889,0.937131631,0.798969072,0.88127295,0.957964602,0.902813299,0.9281935,0.894514768,0.937608319,NULL,0.638392039,NULL,0.694097198
251900,University of Missouri-St Louis,Saint Louis,MO,0.7419,1090,8928,0.6206,0.192,0.0242,0.0445,0.0037,0.0016,0.0164,0.0343,0.0628,NULL,0.3502,NULL,1,13463,NULL,22474,NULL,9474,24429,NULL,8003,8703,8195,0.4885,0.3036,0.179950882,0.111185533,63728.2418,22727.17929,18223,18223,22000,244.2451,0.775217391,0.701680672,0.81989833,0.87184466,0.873644507,0.69127789,0.817082998,0.726789168,0.717271727,0.863960505,0.767207207,0.790350373,0.760938491,0.803827751,NULL,0.461622388,NULL,0.505052067
249100,Moberly Area Community College,Moberly,MO,NULL,NULL,4608,0.8034,0.1024,0.025,0.013,0.0026,0.0007,0.0336,0.0115,0.0078,NULL,0.4102,NULL,1,8944,NULL,12188,NULL,2790,5580,NULL,2654,3021,4907,0.2219,0.4773,0.12583668,0.076572959,39558.71307,16608.533,6508,6508,10600,117.68173,0.551526718,0.453539823,0.690677966,0.679558011,0.759615385,0.536784741,0.658634538,0.45308642,0.488372093,0.712984055,0.552660152,0.555377207,0.539143279,0.599099099,0.2187375,NULL,0.286019108,NULL
826900,Hillyard Technical Center,Saint Joseph,MO,NULL,NULL,154,0.9416,0.026,0.0195,0.013,0,0,0,0,0,NULL,0.039,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10576,6810,9728,NULL,NULL,0.6164,PrivacySuppressed,PrivacySuppressed,51281.08009,25339.41184,4750,4750,5500,61.061275,0.828571429,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.828571429,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.806451613,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.960544737,NULL,0.931834091,NULL
952000,National Academy of Beauty Arts-St Louis,Saint Louis,MO,NULL,NULL,176,0.7784,0.1307,0.0227,0.0114,0.017,0,0.0398,0,0,NULL,0,NULL,1,NULL,10242,NULL,13957,NULL,NULL,13900,7137,4482,NULL,NULL,0.5518,0.072,0.037333333,43900.42429,15599.32856,7059,7059,9233,102.5052277,0.617250674,0.574074074,0.647058824,0.730769231,0.670588235,0.495652174,0.630057803,0.604060914,0.583333333,0.715789474,0.618233618,PrivacySuppressed,0.624338624,0.623188406,0.776942446,NULL,0.68121745,NULL
249400,Nazarene Theological Seminary,Kansas City,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6100,9161,5672,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2608000,Neosho Beauty College,Neosho,MO,NULL,NULL,44,0.9091,0,0.0455,0.0227,0.0227,0,0,0,0,NULL,0.1364,NULL,1,NULL,8959,NULL,12718,NULL,NULL,9850,5484,1652,NULL,NULL,0.8289,PrivacySuppressed,PrivacySuppressed,33285.50208,12394.28145,7833,7833,7917,87.89492985,0.490909091,0.488888889,PrivacySuppressed,PrivacySuppressed,0.527777778,PrivacySuppressed,PrivacySuppressed,0.555555556,0.48,PrivacySuppressed,0.509433962,PrivacySuppressed,0.444444444,PrivacySuppressed,0.594627027,NULL,0.714292857,NULL
2188000,Northwest Technical School,Maryville,MO,NULL,NULL,13,1,0,0,0,0,0,0,0,0,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172,39427,NULL,NULL,0.4,0,0,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,PrivacySuppressed,NULL
249500,Truman State University,Kirksville,MO,0.7219,1243,5482,0.8161,0.0327,0.0292,0.0177,0.0022,0.0007,0.0217,0.0609,0.0188,NULL,0.0308,NULL,1,12703,NULL,19689,NULL,7368,13240,NULL,5045,8626,7038,0.8619,0.1895,0.285714286,0.207142857,81544.92315,14752.69285,17500,17500,21894,243.0682827,0.932090546,0.885931559,0.91754386,0.962462462,0.962851406,0.871287129,0.934210526,0.875,0.891071429,0.956382979,0.944134078,0.915254237,0.905511811,0.943235572,NULL,0.726024973,NULL,0.710423441
249600,Northwest Missouri State University,Maryville,MO,0.7241,1050,5274,0.8311,0.0648,0.0296,0.0059,0.0025,0.0013,0.0283,0.022,0.0146,NULL,0.0605,NULL,1,10612,NULL,17005,NULL,6390,11391,NULL,6076,7623,6501,0.8442,0.3557,0.173501577,0.110015773,67201.3268,19010.09656,14815,14815,24490,271.8892045,0.820195995,0.732540862,0.835850957,0.885022693,0.91706387,0.741512346,0.833732631,0.707317073,0.776699029,0.869644485,0.837065637,0.799418605,0.807159353,0.837817064,NULL,0.510436691,NULL,0.510615363
2202700,Ozark Christian College,Joplin,MO,NULL,NULL,742,0.8895,0.0175,0.027,0.0027,0.0081,0.0013,0.0391,0.0148,0,NULL,0.124,NULL,1,NULL,12807,18674,NULL,11040,11040,NULL,7861,5015,4654,1,0.4523,0.140664962,0.089514067,63911.20704,15452.69893,10174.5,10174.5,19000,210.93895,0.828767123,0.735632184,0.865384615,0.875,0.925925926,0.74522293,0.84351145,0.7,0.78125,0.92,0.806451613,0.844311377,0.857142857,0.830687831,NULL,0.474634783,NULL,0.398072492
250000,College of the Ozarks,Point Lookout,MO,0.1301,1050,1513,0.9174,0.0059,0.0198,0.0053,0.0059,0.0007,0.0172,0.0218,0.0059,NULL,0.0099,NULL,1,NULL,11491,26813,NULL,18330,18330,NULL,379,9444,6792,0.6471,0.6166,0.260204082,0.156462585,38759.86053,9993.212264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.634419355,NULL,0.619302367
249800,Park University,Parkville,MO,0.9638,NULL,9723,0.6229,0.1556,0.1542,0.0185,0.0044,0.0022,0.0169,0.0254,0,NULL,0.8799,NULL,1,NULL,12335,21351,NULL,10600,10600,NULL,8042,3658,6110,0.9928,0.321,0.109364623,0.059552801,58722.6131,32811.78751,13500,13500,21126,234.5419083,0.751224823,0.707289294,0.786226686,0.812,0.85483871,0.670072993,0.75422427,0.751165889,0.700926334,0.834776335,0.758303321,0.739442947,0.755479452,0.760365854,NULL,0.420891525,NULL,0.423061538
855200,Stevens Institute of Business & Arts,Saint Louis,MO,NULL,NULL,172,0.3023,0.6802,0.0116,0.0058,0,0,0,0,0,NULL,0.2791,NULL,1,NULL,19259,21834,NULL,17640,17640,NULL,8482,4561,4381,0.4118,0.7368,0.151260504,PrivacySuppressed,38642.66826,13886.00309,23250,23250,32345,359.0958073,0.449612403,0.382716049,0.636363636,PrivacySuppressed,0.518072289,0.333333333,0.5,0.424657534,0.391752577,0.666666667,0.461538462,PrivacySuppressed,0.410714286,0.605263158,NULL,0.547934247,NULL,NULL
543000,Poplar Bluff Technical Career Center,Poplar Bluff,MO,NULL,NULL,58,0.9138,0.0172,0.0517,0.0172,0,0,0,0,0,NULL,0,NULL,1,10632,NULL,NULL,15422,NULL,NULL,10092,2922,15288,NULL,NULL,0.7183,PrivacySuppressed,0,31269.27039,25094.09472,9500,9500,9500,105.469475,0.575,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.567567568,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.558823529,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.873345333,NULL,0.918565185,NULL
1250000,Ranken Technical College,Saint Louis,MO,NULL,NULL,2097,0.7253,0.2184,0.0138,0.0091,0.0076,0,0.0114,0,0.0143,NULL,0.3739,NULL,1,NULL,18033,23593,NULL,14457,14457,NULL,9981,3004,4900,0.6089,0.6904,0.057308097,0.032597266,61269.07776,21820.59009,12000,12000,13300,147.657265,0.707169811,0.56097561,0.773892774,0.883647799,0.816625917,0.529644269,0.764925373,0.617760618,0.570613409,0.861513688,0.775862069,0.703821656,0.70327553,0.73136646,NULL,0.797647945,NULL,0.453751261
639200,Research College of Nursing,Kansas City,MO,NULL,NULL,281,0.726,0.0463,0.0285,0.0178,0,0,0.0036,0,0.1779,NULL,0.0142,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11342,6030,6556,0.9,0.1197,PrivacySuppressed,0,87690.41524,37871.20761,15000,15000,15000,166.53075,0.944055944,0.97260274,0.866666667,PrivacySuppressed,0.941605839,PrivacySuppressed,0.923076923,0.951923077,PrivacySuppressed,0.968503937,0.940298507,PrivacySuppressed,0.928571429,0.947916667,NULL,NULL,NULL,0.3824
249900,Rockhurst University,Kansas City,MO,0.7543,1164,1682,0.7628,0.0464,0.0541,0.0279,0.0048,0.0018,0.019,0.0143,0.069,NULL,0.0809,NULL,1,NULL,23101,40582,NULL,31290,31290,NULL,14635,7167,6863,0.4599,0.1736,0.402122642,0.297169811,100417.6078,34739.75828,14684,14684,20162.5,223.8450831,0.870619946,0.8125,0.879432624,0.902255639,0.926605505,0.788590604,0.8875,0.817679558,0.813229572,0.901030928,0.876953125,0.85520362,0.823834197,0.910386965,NULL,0.68940118,NULL,0.748102963
542900,Rolla Technical Institute,Rolla,MO,0.5053,NULL,167,0.9281,0.006,0,0.006,0,0,0.0479,0,0.012,NULL,0,NULL,1,13473,NULL,NULL,17471,NULL,NULL,10650,4242,7045,NULL,NULL,0.4506,0.084656085,PrivacySuppressed,45254.41806,28783.78062,9500,9500,9500,105.469475,0.679487179,0.610526316,0.777777778,PrivacySuppressed,0.723577236,0.515151515,0.759259259,0.637254902,0.637168142,0.790697674,0.734042553,0.590163934,0.646341463,0.732142857,0.744567391,NULL,0.789066245,NULL
2250600,Everest College-Springfield,Springfield,MO,NULL,NULL,303,0.8845,0.0528,0.033,0,0,0,0.0198,0,0.0099,NULL,0.2904,NULL,1,NULL,21217,25923,NULL,12798,12798,NULL,11075,5955,3288,NULL,0.8694,0.09623431,0.056066946,33331.98071,19578.54087,21378.5,21378.5,28257.5,313.7161779,0.322461862,0.29556314,0.411931818,0.472222222,0.42384106,0.230382294,0.370656371,0.306345733,0.30952381,0.473053892,0.329554044,0.311504425,0.344827586,0.353053435,NULL,0.345626385,NULL,PrivacySuppressed
250600,Saint Louis University,Saint Louis,MO,0.6443,1237,7961,0.6568,0.0688,0.0329,0.0823,0.0013,0,0.0509,0.0764,0.0306,NULL,0.1025,NULL,1,NULL,31781,52413,NULL,36726,36726,NULL,19299,16641,10028,0.5867,0.1415,0.432212782,0.333949021,113053.504,35454.65538,20500,20500,25000,277.55125,0.885360186,0.784688995,0.887886598,0.938740293,0.949454906,0.844728435,0.919433594,0.753846154,0.816326531,0.928886092,0.880745342,0.892857143,0.802030457,0.91995614,NULL,0.699655382,NULL,0.719140611
2214500,Salem College of Hairstyling,Rolla,MO,NULL,NULL,45,0.9778,0,0.0222,0,0,0,0,0,0,NULL,0,NULL,1,NULL,4060,NULL,8707,NULL,NULL,9200,98,1074,NULL,NULL,0.5493,PrivacySuppressed,PrivacySuppressed,25463.92819,10550.19459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.614042105,NULL,0.5965,NULL
2205200,Sanford-Brown College-Fenton,Fenton,MO,NULL,NULL,216,0.2685,0.0833,0.0139,0,0.0046,0,0.0093,0,0.6204,NULL,0.0833,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14000,3633,4886,NULL,0.7004,PrivacySuppressed,PrivacySuppressed,50958.1945,20615.9233,18473,18473,19012,211.0721746,0.406025428,0.345773039,0.535075653,0.663934426,0.518238994,0.316493314,0.501388889,0.38164755,0.364690295,0.618307427,0.410196601,0.383445946,0.406040268,0.443425076,NULL,0.497289674,NULL,0.575757576
2309100,American College of Hair Design Inc,Sedalia,MO,NULL,NULL,26,0.7308,0.1154,0.1154,0,0,0,0.0385,0,0,NULL,0,NULL,1,NULL,11290,NULL,16087,NULL,NULL,12750,420,7556,NULL,NULL,0.617,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.547619048,0.454545455,PrivacySuppressed,PrivacySuppressed,0.64516129,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.536585366,PrivacySuppressed,0.564102564,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.56667,NULL,0.517864286,NULL
542600,Sikeston Career and Technology Center,Sikeston,MO,NULL,NULL,71,0.7183,0.2676,0.0141,0,0,0,0,0,0,NULL,0,NULL,1,13549,NULL,NULL,18500,NULL,NULL,7810,6611,4639,NULL,NULL,0.6923,PrivacySuppressed,PrivacySuppressed,40339.5405,19967.38036,9500,9500,9500,105.469475,0.722222222,0.675675676,PrivacySuppressed,PrivacySuppressed,0.739130435,PrivacySuppressed,PrivacySuppressed,0.714285714,0.697674419,PrivacySuppressed,0.705882353,PrivacySuppressed,0.676470588,PrivacySuppressed,0.842078947,NULL,0.679258491,NULL
1258000,Saint Louis Christian College,Florissant,MO,0.9886,970,219,0.5571,0.3516,0.0365,0.0046,0.0046,0,0.0365,0.0091,0,NULL,0.2192,NULL,1,NULL,10552,28581,NULL,8215,8215,NULL,4937,6254,3587,0.5143,0.5772,0.168,0.088,46290.28329,27491.80903,18460,18460,24000,266.4492,0.70531401,0.6,0.78313253,0.756756757,0.836065574,0.642857143,0.756302521,0.627906977,0.683823529,0.739130435,0.712643678,0.692307692,0.649350649,0.747663551,NULL,0.340179381,NULL,0.089291071
250400,St Louis College of Pharmacy,Saint Louis,MO,NULL,NULL,723,0.6279,0.0484,0.0055,0.2158,0.0028,0.0028,0.0166,0.0138,0.0664,NULL,NULL,NULL,1,NULL,NULL,39916,NULL,26078,26078,NULL,23280,13004,8029,0.6121,NULL,0.218678816,0.161731207,95826.70055,29943.61359,15500,15500,17500,194.285875,0.980392157,0.960784314,0.980263158,0.987012987,1,0.934579439,0.98005698,PrivacySuppressed,0.945054945,0.992481203,0.995515695,0.955223881,0.967391304,0.983606557,NULL,0.654110273,NULL,NULL
247100,Saint Louis Community College,Saint Louis,MO,NULL,NULL,21446,0.5112,0.3797,0.0305,0.0297,0.0028,0.0017,0.0275,0.0071,0.0096,NULL,0.5609,NULL,1,7211,NULL,11846,NULL,2940,5970,NULL,1558,5021,6641,0.2407,0.4787,0.167680208,0.116759912,28331.90873,14883.54837,6000,6000,9000,99.91845,0.628063241,0.563559322,0.694960212,0.751445087,0.761710794,0.59646539,0.674846626,0.599479844,0.551969012,0.751809721,0.625507246,0.635897436,0.624870466,0.662326389,0.096940962,NULL,0.13795874,NULL
250900,Saint Paul School of Theology,Leawood,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6118,28404,6121,0.8824,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
250200,Southwest Baptist University,Bolivar,MO,0.9022,1062,2515,0.8231,0.0525,0.0151,0.0083,0.0072,0.0028,0.0119,0,0.0791,NULL,0.2147,NULL,1,NULL,17344,28948,NULL,20040,20040,NULL,8741,5310,5605,1,0.4257,0.216817234,0.12647672,62252.11707,23368.31095,14250,14250,21220,235.585501,0.7864,0.697265625,0.835968379,0.872727273,0.886409736,0.719041278,0.844720497,0.678082192,0.746031746,0.863529412,0.800508259,0.757369615,0.766467066,0.819295559,NULL,0.528456794,NULL,0.516781793
3106000,Missouri State University-West Plains,West Plains,MO,NULL,NULL,1648,0.8914,0.0249,0.0194,0.0055,0.0133,0,0,0,0.0455,NULL,0.2536,NULL,1,12297,NULL,16448,NULL,4020,7440,NULL,799,2926,3629,0.3275,0.1556,0.097508897,0.051245552,34035.499,20402.70886,7000,7000,9500,105.469475,0.580845771,0.518664047,0.716049383,0.568181818,0.732283465,0.549925484,0.649180328,0.539714868,0.550527903,0.736842105,0.555,0.605128205,0.598540146,0.583038869,0.272424786,NULL,0.366448463,NULL
441300,Mercy Hospital Springfield-School of Radiologic Technology,Springfield,MO,NULL,NULL,15,1,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1999,20347,NULL,NULL,0.4,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
978200,Saint Luke's College of Health Sciences,Kansas City,MO,NULL,NULL,375,0.8587,0.0427,0.0373,0.0347,0.0053,0,0.0213,0,0,NULL,0.056,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11022,4891,7534,1,0.2786,0.139442231,0.06374502,80404.60936,35551.41869,20125,20125,23800,264.22879,0.934782609,0.857142857,0.966666667,PrivacySuppressed,0.939759036,PrivacySuppressed,PrivacySuppressed,0.90625,0.868421053,0.981481481,0.936708861,PrivacySuppressed,PrivacySuppressed,0.950819672,NULL,NULL,NULL,NULL
2340500,St Louis College of Health Careers-St Louis,Saint Louis,MO,NULL,NULL,295,0.0678,0.8915,0,0.0068,0,0,0.0034,0,0.0305,NULL,0.0305,NULL,1,NULL,24722,NULL,28298,NULL,NULL,15465,13274,5520,3428,0.2273,0.8323,0.083404987,0.050730868,25531.76064,14418.02225,9500,9500,9500,105.469475,0.296568627,0.267683773,0.447761194,PrivacySuppressed,0.311764706,0.290322581,0.349112426,0.282608696,0.264507422,0.621621622,0.301886792,0.23943662,0.299382716,0.305343511,0.732624221,NULL,0.785834267,NULL
808000,State Fair Community College,Sedalia,MO,NULL,NULL,4374,0.8532,0.0432,0.0222,0.0075,0.0071,0.0018,0.0297,0,0.0352,NULL,0.3788,NULL,1,5678,NULL,9929,NULL,2940,5880,NULL,1829,3551,4742,0.1805,0.5582,0.079978088,0.047384278,39695.61587,18829.14765,6196,6196,11599.5,128.778229,0.519275701,0.423157895,0.64644714,0.633333333,0.75975976,0.460755814,0.642201835,0.416393443,0.47091195,0.669950739,0.531104921,0.496610169,0.542997543,0.556765163,0.212814039,NULL,0.27401614,NULL
251200,Stephens College,Columbia,MO,0.6756,1047,646,0.7043,0.1796,0.0232,0.0155,0.0031,0.0031,0.0619,0,0.0093,NULL,0.1935,NULL,1,NULL,23175,41309,NULL,27954,27954,NULL,11884,8833,5017,0.9808,0.5929,0.273869347,0.211055276,68928.54728,44156.65939,16416,16416,26250,291.4288125,0.815450644,0.797101449,0.787564767,0.878787879,0.879032258,0.740566038,0.818428184,0.8,0.776315789,0.852320675,0.820627803,PrivacySuppressed,0.813432836,0.816326531,NULL,0.574928859,NULL,0.558647207
250100,Southeast Missouri State University,Cape Girardeau,MO,0.8546,1049,9382,0.7879,0.1019,0.0153,0.0099,0.0051,0.0002,0.0011,0.0637,0.0148,NULL,0.1631,NULL,1,12012,NULL,17093,NULL,6863,12195,NULL,7348,6354,6747,1,0.3558,0.152288935,0.097308489,63897.40655,25199.17979,14000,14000,22459,249.340941,0.765184539,0.660171473,0.816118936,0.858017136,0.901106501,0.66445691,0.809660254,0.655614973,0.703398558,0.853064067,0.771295818,0.761162296,0.75070028,0.799150485,NULL,0.47642364,NULL,0.494184747
250300,Missouri State University-Springfield,Springfield,MO,0.851,1090,15746,0.8171,0.0446,0.0313,0.0134,0.0051,0.0017,0.03,0.0411,0.0157,NULL,0.1308,NULL,1,14817,NULL,19117,NULL,6908,13388,NULL,6228,6697,7135,0.6633,0.3198,0.142475011,0.083063494,66985.61111,22433.7768,15000,15000,22375,248.4083688,0.828608041,0.759082218,0.842920354,0.896300448,0.915662651,0.735088304,0.85470984,0.74550683,0.784331518,0.883221949,0.848897912,0.806378132,0.809240622,0.849832215,NULL,0.543979521,NULL,0.566965998
471300,Three Rivers Community College,Poplar Bluff,MO,NULL,NULL,3087,0.8309,0.1192,0.0168,0.0058,0.0058,0.001,0,0.0003,0.0201,NULL,0.3298,NULL,1,7094,NULL,12683,NULL,3348,6048,NULL,489,2961,5284,1,0.6246,0.084769125,0.047553411,27835.00165,17597.70944,7500,7500,10500,116.571525,0.520562771,0.430976431,0.693877551,0.781818182,0.755555556,0.462987887,0.623955432,0.458955224,0.487179487,0.707792208,0.505882353,0.559322034,0.519480519,0.56996587,0.170901617,NULL,0.249381689,NULL
251400,North Central Missouri College,Trenton,MO,NULL,NULL,1220,0.923,0.023,0.0156,0.0049,0.0041,0,0,0.009,0.0205,NULL,0.2557,NULL,1,6889,NULL,12075,NULL,2820,4980,NULL,1382,3673,4959,1,0.4239,0.117204301,0.060215054,45286.9434,22993.90746,8964,8964,12500,138.775625,0.622188906,0.520348837,0.736625514,0.777777778,0.727642276,0.560570071,0.676282051,0.581120944,0.587991718,0.738095238,0.640167364,0.580246914,0.630952381,0.656779661,0.304839339,NULL,0.377581517,NULL
